"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"ITM00016252","1966-03-17","41.567","14.65","807.0","CAMPOBASSO, IT","   53","B,,S",,,"    0",",,S","  -39",",,S","  -16","H,,S"
"ITM00016252","1966-03-18","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"   61",",,S","  -22",",,S","   33","H,,S"
"ITM00016252","1966-03-20","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"   61",",,S","   11",",,S","   35","H,,S"
"ITM00016252","1966-03-21","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"   89",",,S","   11",",,S","   39","H,,S"
"ITM00016252","1966-03-22","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"   22",",,S","   76","H,,S"
"ITM00016252","1966-03-24","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  139",",,S",,,"   87","H,,S"
"ITM00016252","1966-03-26","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"   28",",,S",,,"   10","H,,S"
"ITM00016252","1966-03-27","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"   89",",,S",,,"   61","H,,S"
"ITM00016252","1966-03-28","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  128",",,S",,,"   89","H,,S"
"ITM00016252","1966-03-29","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  139",",,S",,,"   91","H,,S"
"ITM00016252","1966-03-30","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,,,"   25","H,,S"
"ITM00016252","1966-03-31","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  111",",,S","  -11",",,S","   58","H,,S"
"ITM00016252","1966-04-01","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"   28",",,S","   71","H,,S"
"ITM00016252","1966-04-02","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"   39",",,S","   89","H,,S"
"ITM00016252","1966-04-03","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,,,"   89","H,,S"
"ITM00016252","1966-04-04","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"   39",",,S","   72","H,,S"
"ITM00016252","1966-04-05","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  161",",,S",,,"  110","H,,S"
"ITM00016252","1966-04-06","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  161",",,S","   61",",,S","  101","H,,S"
"ITM00016252","1966-04-07","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  161",",,S","   78",",,S","  114","H,,S"
"ITM00016252","1966-04-08","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"   78",",,S","   93","H,,S"
"ITM00016252","1966-04-09","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  172",",,S","   72",",,S","  108","H,,S"
"ITM00016252","1966-04-10","41.567","14.65","807.0","CAMPOBASSO, IT","   15","B,,S",,,"  139",",,S","   89",",,S","  113","H,,S"
"ITM00016252","1966-04-11","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  161",",,S","   78",",,S","  117","H,,S"
"ITM00016252","1966-04-12","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"   78",",,S","   93","H,,S"
"ITM00016252","1966-04-13","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  172",",,S","   72",",,S","  106","H,,S"
"ITM00016252","1966-04-14","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  150",",,S","   72",",,S","  117","H,,S"
"ITM00016252","1966-04-15","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  139",",,S","  100",",,S","  113","H,,S"
"ITM00016252","1966-04-16","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  161",",,S","  100",",,S","  122","H,,S"
"ITM00016252","1966-04-17","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  139",",,S",,,"  103","H,,S"
"ITM00016252","1966-04-18","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"   78",",,S","  129","H,,S"
"ITM00016252","1966-04-19","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"   89",",,S","  134","H,,S"
"ITM00016252","1966-04-20","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  189",",,S","  100",",,S","  135","H,,S"
"ITM00016252","1966-04-21","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  139",",,S",,,"  111","H,,S"
"ITM00016252","1966-04-22","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  100",",,S",,,"   85","H,,S"
"ITM00016252","1966-04-23","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  111",",,S","   61",",,S","   79","H,,S"
"ITM00016252","1966-04-24","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  161",",,S","   72",",,S","  104","H,,S"
"ITM00016252","1966-04-25","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"   89",",,S","  118","H,,S"
"ITM00016252","1966-04-27","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  161",",,S",,,"  124","H,,S"
"ITM00016252","1966-04-28","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  100",",,S","  108","H,,S"
"ITM00016252","1966-04-29","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  100",",,S","  112","H,,S"
"ITM00016252","1966-05-01","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  100",",,S","  129","H,,S"
"ITM00016252","1966-05-02","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,,,"  140","H,,S"
"ITM00016252","1966-05-03","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  222",",,S",,,"  148","H,,S"
"ITM00016252","1966-05-04","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  222",",,S",,,"  176","H,,S"
"ITM00016252","1966-05-05","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  211",",,S","  111",",,S","  151","H,,S"
"ITM00016252","1966-05-06","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  200",",,S","  122",",,S","  136","H,,S"
"ITM00016252","1966-05-07","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  150",",,S",,,"  128","H,,S"
"ITM00016252","1966-05-08","41.567","14.65","807.0","CAMPOBASSO, IT","   99","B,,S",,,"  122",",,S","   39",",,S","   85","H,,S"
"ITM00016252","1966-05-09","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  139",",,S","   61",",,S","   92","H,,S"
"ITM00016252","1966-05-10","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  128",",,S","   61",",,S","   88","H,,S"
"ITM00016252","1966-05-11","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  139",",,S","   50",",,S","   89","H,,S"
"ITM00016252","1966-05-12","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  178",",,S","   78",",,S","  119","H,,S"
"ITM00016252","1966-05-13","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  100",",,S","  131","H,,S"
"ITM00016252","1966-05-14","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  161",",,S","  100",",,S","  127","H,,S"
"ITM00016252","1966-05-15","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,,,"  100","H,,S"
"ITM00016252","1966-05-16","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  161",",,S","  100",",,S","  123","H,,S"
"ITM00016252","1966-05-17","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  111",",,S","  119","H,,S"
"ITM00016252","1966-05-18","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  100",",,S","  121","H,,S"
"ITM00016252","1966-05-19","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  178",",,S","  100",",,S","  130","H,,S"
"ITM00016252","1966-05-20","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  111",",,S","  133","H,,S"
"ITM00016252","1966-05-21","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  211",",,S","  111",",,S","  137","H,,S"
"ITM00016252","1966-05-22","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  211",",,S","  122",",,S","  166","H,,S"
"ITM00016252","1966-05-23","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  161",",,S","  191","H,,S"
"ITM00016252","1966-05-24","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  228",",,S","  150",",,S","  189","H,,S"
"ITM00016252","1966-05-25","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  239",",,S",,,"  191","H,,S"
"ITM00016252","1966-05-26","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  211",",,S","  139",",,S","  168","H,,S"
"ITM00016252","1966-05-27","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,,,"  149","H,,S"
"ITM00016252","1966-05-28","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  139",",,S","   61",",,S","  100","H,,S"
"ITM00016252","1966-05-29","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  172",",,S","   78",",,S","  119","H,,S"
"ITM00016252","1966-05-30","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  189",",,S","   89",",,S","  139","H,,S"
"ITM00016252","1966-05-31","41.567","14.65","807.0","CAMPOBASSO, IT","   56","B,,S",,,"  172",",,S","  100",",,S","  120","H,,S"
"ITM00016252","1966-06-01","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,,,"  113","H,,S"
"ITM00016252","1966-06-02","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  150",",,S","   89",",,S","  111","H,,S"
"ITM00016252","1966-06-03","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  100",",,S","  140","H,,S"
"ITM00016252","1966-06-04","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  200",",,S","  111",",,S","  142","H,,S"
"ITM00016252","1966-06-05","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  228",",,S","  139",",,S","  164","H,,S"
"ITM00016252","1966-06-06","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  222",",,S","  122",",,S","  170","H,,S"
"ITM00016252","1966-06-07","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  228",",,S","  139",",,S","  185","H,,S"
"ITM00016252","1966-06-08","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  161",",,S","  197","H,,S"
"ITM00016252","1966-06-09","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  150",",,S","  193","H,,S"
"ITM00016252","1966-06-10","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  161",",,S","  203","H,,S"
"ITM00016252","1966-06-11","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  189",",,S","  232","H,,S"
"ITM00016252","1966-06-12","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  300",",,S",,,"  264","H,,S"
"ITM00016252","1966-06-13","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  300",",,S","  200",",,S","  248","H,,S"
"ITM00016252","1966-06-14","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  272",",,S","  200",",,S","  232","H,,S"
"ITM00016252","1966-06-15","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  250",",,S",,,"  203","H,,S"
"ITM00016252","1966-06-16","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  211",",,S","  150",",,S","  168","H,,S"
"ITM00016252","1966-06-17","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  150",",,S","  202","H,,S"
"ITM00016252","1966-06-18","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  272",",,S",,,"  218","H,,S"
"ITM00016252","1966-06-19","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  272",",,S","  178",",,S","  213","H,,S"
"ITM00016252","1966-06-20","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  161",",,S","  185","H,,S"
"ITM00016252","1966-06-21","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  150",",,S","  185","H,,S"
"ITM00016252","1966-06-22","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  278",",,S","  172",",,S","  221","H,,S"
"ITM00016252","1966-06-23","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  289",",,S","  178",",,S","  226","H,,S"
"ITM00016252","1966-06-24","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  311",",,S","  200",",,S","  250","H,,S"
"ITM00016252","1966-06-25","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  272",",,S","  178",",,S","  221","H,,S"
"ITM00016252","1966-06-26","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  239",",,S","  150",",,S","  189","H,,S"
"ITM00016252","1966-06-27","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  211",",,S",,,"  182","H,,S"
"ITM00016252","1966-06-28","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  239",",,S","  139",",,S","  192","H,,S"
"ITM00016252","1966-06-29","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,,,"  184","H,,S"
"ITM00016252","1966-06-30","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  211",",,S","  122",",,S","  165","H,,S"
"ITM00016252","1966-07-01","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  222",",,S",,,"  179","H,,S"
"ITM00016252","1966-07-02","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  139",",,S","  182","H,,S"
"ITM00016252","1966-07-03","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  272",",,S","  150",",,S","  201","H,,S"
"ITM00016252","1966-07-04","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  289",",,S","  172",",,S","  222","H,,S"
"ITM00016252","1966-07-05","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  189",",,S","  238","H,,S"
"ITM00016252","1966-07-06","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  272",",,S","  200",",,S","  223","H,,S"
"ITM00016252","1966-07-07","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  250",",,S","  178",",,S","  209","H,,S"
"ITM00016252","1966-07-08","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  261",",,S","  161",",,S","  214","H,,S"
"ITM00016252","1966-07-09","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  228",",,S","  150",",,S","  184","H,,S"
"ITM00016252","1966-07-10","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  250",",,S","  150",",,S","  193","H,,S"
"ITM00016252","1966-07-11","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  272",",,S","  172",",,S","  217","H,,S"
"ITM00016252","1966-07-12","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  261",",,S","  178",",,S","  203","H,,S"
"ITM00016252","1966-07-13","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  289",",,S",,,"  220","H,,S"
"ITM00016252","1966-07-14","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  289",",,S","  211",",,S","  241","H,,S"
"ITM00016252","1966-07-15","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  289",",,S","  178",",,S","  242","H,,S"
"ITM00016252","1966-07-16","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  289",",,S",,,"  230","H,,S"
"ITM00016252","1966-07-17","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  239",",,S",,,"  206","H,,S"
"ITM00016252","1966-07-18","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  228",",,S","  161",",,S","  193","H,,S"
"ITM00016252","1966-07-19","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  239",",,S",,,"  190","H,,S"
"ITM00016252","1966-07-20","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  250",",,S","  150",",,S","  189","H,,S"
"ITM00016252","1966-07-21","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  228",",,S","  139",",,S","  163","H,,S"
"ITM00016252","1966-07-22","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  211",",,S",,,"  148","H,,S"
"ITM00016252","1966-07-23","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  228",",,S","  122",",,S","  173","H,,S"
"ITM00016252","1966-07-24","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  239",",,S","  139",",,S","  194","H,,S"
"ITM00016252","1966-07-25","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  239",",,S",,,"  201","H,,S"
"ITM00016252","1966-07-26","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  250",",,S","  150",",,S","  208","H,,S"
"ITM00016252","1966-07-27","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  150",",,S","  203","H,,S"
"ITM00016252","1966-07-28","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  211",",,S",,,"  190","H,,S"
"ITM00016252","1966-07-29","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,,,"  183","H,,S"
"ITM00016252","1966-07-30","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  250",",,S","  139",",,S","  192","H,,S"
"ITM00016252","1966-07-31","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  278",",,S","  150",",,S","  217","H,,S"
"ITM00016252","1966-08-01","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  278",",,S","  178",",,S","  231","H,,S"
"ITM00016252","1966-08-02","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  289",",,S","  178",",,S","  226","H,,S"
"ITM00016252","1966-08-03","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  200",",,S","  234","H,,S"
"ITM00016252","1966-08-04","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  300",",,S","  200",",,S","  237","H,,S"
"ITM00016252","1966-08-05","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  211",",,S","  228","H,,S"
"ITM00016252","1966-08-06","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  289",",,S",,,"  235","H,,S"
"ITM00016252","1966-08-07","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  261",",,S",,,"  222","H,,S"
"ITM00016252","1966-08-08","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  278",",,S",,,"  219","H,,S"
"ITM00016252","1966-08-09","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  278",",,S","  178",",,S","  235","H,,S"
"ITM00016252","1966-08-10","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  250",",,S","  172",",,S","  198","H,,S"
"ITM00016252","1966-08-11","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,,,"  218","H,,S"
"ITM00016252","1966-08-12","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,,,"  207","H,,S"
"ITM00016252","1966-08-13","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  278",",,S","  200",",,S","  237","H,,S"
"ITM00016252","1966-08-14","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  289",",,S","  200",",,S","  242","H,,S"
"ITM00016252","1966-08-15","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  200",",,S","  236","H,,S"
"ITM00016252","1966-08-16","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  311",",,S","  211",",,S","  253","H,,S"
"ITM00016252","1966-08-17","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  272",",,S","  178",",,S","  212","H,,S"
"ITM00016252","1966-08-18","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  161",",,S","  182","H,,S"
"ITM00016252","1966-08-21","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  150",",,S","  198","H,,S"
"ITM00016252","1966-08-23","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  250",",,S","  172",",,S","  201","H,,S"
"ITM00016252","1966-08-24","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,"  278",",,S","  161",",,S","  205","H,,S"
"ITM00016252","1966-08-25","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  172",",,S","  198","H,,S"
"ITM00016252","1966-08-26","41.567","14.65","807.0","CAMPOBASSO, IT",,,,,,,"  161",",,S","  191","H,,S"
