"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES"
"IT000016239","1951-03-12","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   12",",,E",,,"  180",",,E","   98",",,E",,
"IT000016239","1951-03-13","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  192",",,E","   83",",,E",,
"IT000016239","1951-03-14","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    8",",,E",,,"  178",",,E","  118",",,E",,
"IT000016239","1951-03-15","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  157",",,E","   88",",,E",,
"IT000016239","1951-03-16","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  192",",,E","   90",",,E",,
"IT000016239","1951-03-17","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    1",",,E",,,"  180",",,E","   76",",,E",,
"IT000016239","1951-03-18","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    1",",,E",,,"  195",",,E","   95",",,E",,
"IT000016239","1951-03-19","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    1",",,E",,,"  202",",,E","  118",",,E",,
"IT000016239","1951-03-20","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  184",",,E","  106",",,E",,
"IT000016239","1951-03-21","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    4",",,E",,,"  174",",,E","   52",",,E",,
"IT000016239","1951-03-22","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  133",",,E","   20",",,E",,
"IT000016239","1951-03-23","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  145",",,E","   -2",",,E",,
"IT000016239","1951-03-24","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    6",",,E",,,"  141",",,E","   53",",,E",,
"IT000016239","1951-03-25","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   18",",,E",,,"  114",",,E","   58",",,E",,
"IT000016239","1951-03-26","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  124",",,E","   50",",,E",,
"IT000016239","1951-03-27","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  167",",,E","   -4",",,E",,
"IT000016239","1951-03-28","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  167",",,E","   83",",,E",,
"IT000016239","1951-03-29","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   10",",,E",,,"  154",",,E","   90",",,E",,
"IT000016239","1951-03-30","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   48",",,E",,,"  158",",,E","   86",",,E",,
"IT000016239","1951-03-31","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   28",",,E",,,"  148",",,E","   64",",,E",,
"IT000016239","1951-04-01","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   10",",,E",,,"  170",",,E","   48",",,E",,
"IT000016239","1951-04-02","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  168",",,E","   45",",,E",,
"IT000016239","1951-04-03","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  155",",,E","   48",",,E",,
"IT000016239","1951-04-04","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    1",",,E",,,"  162",",,E","   52",",,E",,
"IT000016239","1951-04-05","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  200",",,E","   72",",,E",,
"IT000016239","1951-04-06","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  198",",,E","   57",",,E",,
"IT000016239","1951-04-07","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  186",",,E","   86",",,E",,
"IT000016239","1951-04-08","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   22",",,E",,,"  178",",,E","   90",",,E",,
"IT000016239","1951-04-09","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   20",",,E",,,"  175",",,E","   80",",,E",,
"IT000016239","1951-04-10","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  184",",,E","   67",",,E",,
"IT000016239","1951-04-11","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  200",",,E","   94",",,E",,
"IT000016239","1951-04-12","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","  148",",,E",,,"  170",",,E","   90",",,E",,
"IT000016239","1951-04-13","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    1",",,E",,,"  166",",,E","   80",",,E",,
"IT000016239","1951-04-14","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  180",",,E","   50",",,E",,
"IT000016239","1951-04-15","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  210",",,E","   74",",,E",,
"IT000016239","1951-04-16","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  194",",,E","   77",",,E",,
"IT000016239","1951-04-17","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  192",",,E","   65",",,E",,
"IT000016239","1951-04-18","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  192",",,E","   84",",,E",,
"IT000016239","1951-04-19","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    1",",,E",,,"  216",",,E","   92",",,E",,
"IT000016239","1951-04-20","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  214",",,E","  108",",,E",,
"IT000016239","1951-04-21","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  208",",,E","  120",",,E",,
"IT000016239","1951-04-22","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   32",",,E",,,"  228",",,E","  124",",,E",,
"IT000016239","1951-04-23","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  184",",,E","   77",",,E",,
"IT000016239","1951-04-24","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  183",",,E","   60",",,E",,
"IT000016239","1951-04-25","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  225",",,E","   50",",,E",,
"IT000016239","1951-04-26","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  212",",,E","  121",",,E",,
"IT000016239","1951-04-27","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    1",",,E",,,"  180",",,E","  107",",,E",,
"IT000016239","1951-04-28","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   30",",,E",,,"  189",",,E","  123",",,E",,
"IT000016239","1951-04-29","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    4",",,E",,,"  174",",,E","  110",",,E",,
"IT000016239","1951-04-30","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    1",",,E",,,"  191",",,E","  105",",,E",,
"IT000016239","1951-05-01","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  236",",,E","  122",",,E",,
"IT000016239","1951-05-02","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  214",",,E","  114",",,E",,
"IT000016239","1951-05-03","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    2",",,E",,,"  204",",,E","  110",",,E",,
"IT000016239","1951-05-04","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  202",",,E","  100",",,E",,
"IT000016239","1951-05-05","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  194",",,E","  110",",,E",,
"IT000016239","1951-05-06","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  220",",,E","   88",",,E",,
"IT000016239","1951-05-07","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    1",",,E",,,"  186",",,E","  116",",,E",,
"IT000016239","1951-05-08","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   22",",,E",,,"  178",",,E","  124",",,E",,
"IT000016239","1951-05-09","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","  102",",,E",,,"  135",",,E","  102",",,E",,
"IT000016239","1951-05-10","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   38",",,E",,,"  164",",,E","  102",",,E",,
"IT000016239","1951-05-11","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   50",",,E",,,"  170",",,E","  105",",,E",,
"IT000016239","1951-05-12","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   42",",,E",,,"  174",",,E","   98",",,E",,
"IT000016239","1951-05-13","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    1",",,E",,,"  184",",,E","  120",",,E",,
"IT000016239","1951-05-14","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  174",",,E","   96",",,E",,
"IT000016239","1951-05-15","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","  118",",,E",,,"  168",",,E","  101",",,E",,
"IT000016239","1951-05-16","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    2",",,E",,,"  176",",,E","   96",",,E",,
"IT000016239","1951-05-17","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    8",",,E",,,"  175",",,E","   76",",,E",,
"IT000016239","1951-05-18","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  192",",,E","   95",",,E",,
"IT000016239","1951-05-19","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    6",",,E",,,"  260",",,E","  128",",,E",,
"IT000016239","1951-05-20","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   14",",,E",,,"  198",",,E","  122",",,E",,
"IT000016239","1951-05-21","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  240",",,E","  105",",,E",,
"IT000016239","1951-05-22","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  246",",,E","  102",",,E",,
"IT000016239","1951-05-23","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  246",",,E","  104",",,E",,
"IT000016239","1951-05-24","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  260",",,E","  140",",,E",,
"IT000016239","1951-05-25","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  257",",,E","  135",",,E",,
"IT000016239","1951-05-26","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  275",",,E","  136",",,E",,
"IT000016239","1951-05-27","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  270",",,E","  142",",,E",,
"IT000016239","1951-05-28","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    1",",,E",,,"  265",",,E","  172",",,E",,
"IT000016239","1951-05-29","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  290",",,E","  152",",,E",,
"IT000016239","1951-05-30","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  274",",,E","  145",",,E",,
"IT000016239","1951-05-31","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  268",",,E","  136",",,E",,
"IT000016239","1951-06-01","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  254",",,E","  146",",,E",,
"IT000016239","1951-06-02","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  247",",,E","  129",",,E",,
"IT000016239","1951-06-03","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  234",",,E","  115",",,E",,
"IT000016239","1951-06-04","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    8",",,E",,,"  232",",,E","  116",",,E",,
"IT000016239","1951-06-05","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","   78",",,E",,,"  244",",,E","  155",",,E",,
"IT000016239","1951-06-06","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  246",",,E","  135",",,E",,
"IT000016239","1951-06-07","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  235",",,E","  143",",,E",,
"IT000016239","1951-06-08","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  258",",,E","  130",",,E",,
"IT000016239","1951-06-09","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  224",",,E","  158",",,E",,
"IT000016239","1951-06-10","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  233",",,E","  132",",,E",,
"IT000016239","1951-06-11","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  254",",,E","  116",",,E",,
"IT000016239","1951-06-12","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  266",",,E","  140",",,E",,
"IT000016239","1951-06-13","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  274",",,E","  140",",,E",,
"IT000016239","1951-06-14","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  292",",,E","  160",",,E",,
"IT000016239","1951-06-15","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  305",",,E","  178",",,E",,
"IT000016239","1951-06-16","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  310",",,E","  188",",,E",,
"IT000016239","1951-06-17","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  313",",,E","  174",",,E",,
"IT000016239","1951-06-18","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  312",",,E","  160",",,E",,
"IT000016239","1951-06-19","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  314",",,E","  165",",,E",,
"IT000016239","1951-06-20","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  315",",,E","  174",",,E",,
"IT000016239","1951-06-21","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  322",",,E","  166",",,E",,
"IT000016239","1951-06-22","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  325",",,E","  197",",,E",,
"IT000016239","1951-06-23","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  306",",,E","  192",",,E",,
"IT000016239","1951-06-24","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  262",",,E","  185",",,E",,
"IT000016239","1951-06-25","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  241",",,E","  170",",,E",,
"IT000016239","1951-06-26","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    1",",,E",,,"  247",",,E","  147",",,E",,
"IT000016239","1951-06-27","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  244",",,E","  124",",,E",,
"IT000016239","1951-06-28","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  266",",,E","  127",",,E",,
"IT000016239","1951-06-29","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  254",",,E","  154",",,E",,
"IT000016239","1951-06-30","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  268",",,E","  156",",,E",,
"IT000016239","1951-07-01","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    1",",,E",,,"  286",",,E","  168",",,E",,
"IT000016239","1951-07-02","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  286",",,E","  154",",,E",,
"IT000016239","1951-07-03","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  288",",,E","  157",",,E",,
"IT000016239","1951-07-04","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  304",",,E","  154",",,E",,
"IT000016239","1951-07-05","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  281",",,E","  152",",,E",,
"IT000016239","1951-07-06","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  282",",,E","  188",",,E",,
"IT000016239","1951-07-07","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  294",",,E","  170",",,E",,
"IT000016239","1951-07-08","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  314",",,E","  176",",,E",,
"IT000016239","1951-07-09","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    4",",,E",,,"  284",",,E","  190",",,E",,
"IT000016239","1951-07-10","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  314",",,E","  164",",,E",,
"IT000016239","1951-07-11","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  313",",,E","  196",",,E",,
"IT000016239","1951-07-12","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  315",",,E","  187",",,E",,
"IT000016239","1951-07-13","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  328",",,E","  187",",,E",,
"IT000016239","1951-07-14","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    1",",,E",,,"  304",",,E","  200",",,E",,
"IT000016239","1951-07-15","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  325",",,E","  216",",,E",,
"IT000016239","1951-07-16","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    0",",,E",,,"  275",",,E","  180",",,E",,
"IT000016239","1951-07-17","41.7831","12.5831","105.0","ROMA CIAMPINO, IT","    1",",,E",,,"  254",",,E","  180",",,E",,
